"profile","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","mean_estimate","bias","sd","mse","coverage","power","fail_rate","n_valid_est"
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.7,0.5,"both",25,10,1.5245334396342,0.0245334396342015,0.541879269784191,0.293060500110046,0.916,0.848,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.8,0,"both",25,10,1.4642257431787,-0.0357742568213033,0.549566848086837,0.302095423085152,0.912,0.836,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.8,0.01,"both",25,10,1.47447642596556,-0.0255235740344364,0.50812181930474,0.257806484952036,0.944,0.836,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.8,0.2,"both",25,10,1.50462699661863,0.00462699661863437,0.495777041289208,0.244833104268512,0.952,0.856,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.8,0.5,"both",25,10,1.48268845189661,-0.0173115481033877,0.530233448743208,0.280322609823188,0.92,0.82,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.5,0,"both",25,10,1.97583702925153,-0.024162970748466,0.508902540596635,0.258529717797797,0.916,0.98,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.5,0.01,"both",25,10,2.02103805991776,0.0210380599177647,0.489221846135683,0.238823262642564,0.94,0.98,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.5,0.2,"both",25,10,2.0263457529199,0.0263457529198947,0.470786789721744,0.221447739267916,0.952,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.5,0.5,"both",25,10,2.01091699499332,0.0109169949933219,0.557589551311395,0.3097816640804,0.928,0.94,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.6,0,"both",25,10,1.9832017024195,-0.0167982975805035,0.47421714226214,0.224264553224813,0.952,0.98,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.6,0.01,"both",25,10,2.03809228978398,0.0380922897839814,0.498735255198815,0.249192929900101,0.932,0.984,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.6,0.2,"both",25,10,2.04170950143026,0.0417095014302611,0.51058310813227,0.26139201237833,0.94,0.976,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.6,0.5,"both",25,10,2.06015840866035,0.0601584086603515,0.523414544359932,0.27648596823907,0.92,0.972,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.7,0,"both",25,10,2.01436739106295,0.0143673910629461,0.505918466854739,0.255136103050187,0.932,0.988,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.7,0.01,"both",25,10,1.99922181800213,-0.000778181997872438,0.498720957520076,0.247728308663085,0.924,0.964,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.7,0.2,"both",25,10,1.955538322609,-0.0444616773909954,0.519317152205653,0.270588384113111,0.928,0.964,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.7,0.5,"both",25,10,2.03951790252459,0.0395179025245886,0.500520528825705,0.251080381196803,0.944,0.976,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.8,0,"both",25,10,2.00000679319283,6.7931928332392e-06,0.550307047473829,0.301626495159513,0.912,0.964,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.8,0.01,"both",25,10,1.93878628464054,-0.0612137153594553,0.547731474403855,0.302556847928518,0.932,0.948,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.8,0.2,"both",25,10,2.01004865332619,0.0100486533261901,0.534173400794719,0.284300832661799,0.904,0.968,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",2,0.8,0.5,"both",25,10,1.98822823103487,-0.0117717689651341,0.499231593908106,0.248373830163173,0.92,0.972,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.5,0,"both",25,10,3.05699252677388,0.0569925267738804,0.517469481027493,0.269951713247755,0.932,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.5,0.01,"both",25,10,2.97781134206164,-0.0221886579383582,0.513911530407436,0.263540977382476,0.94,0.996,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.5,0.2,"both",25,10,2.94681566338916,-0.0531843366108439,0.49679470603369,0.248646333684064,0.944,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.5,0.5,"both",25,10,3.01742602751518,0.0174260275151847,0.517672556786663,0.267216602980801,0.944,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.6,0,"both",25,10,2.97124602929767,-0.0287539707023347,0.558033237144587,0.310982280214186,0.912,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.6,0.01,"both",25,10,2.98575899818001,-0.0142410018199888,0.561461813239095,0.314181216387667,0.884,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.6,0.2,"both",25,10,2.99200442093816,-0.0079955790618442,0.48731951241462,0.236594315235837,0.944,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.6,0.5,"both",25,10,3.00385501232332,0.00385501232332231,0.526281192864921,0.275878867507484,0.924,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.7,0,"both",25,10,3.01028770564637,0.0102877056463699,0.502423532640372,0.251525525413694,0.928,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.7,0.01,"both",25,10,3.02527418070109,0.0252741807010876,0.527180461089077,0.277446345809987,0.936,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.7,0.2,"both",25,10,3.00069564802997,0.000695648029974226,0.481732909877752,0.231138813999631,0.956,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.7,0.5,"both",25,10,3.03235867956129,0.032358679561291,0.50395986592742,0.254006728422671,0.948,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.8,0,"both",25,10,2.96629043657642,-0.0337095634235794,0.576353298376991,0.331990726718045,0.916,0.992,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.8,0.01,"both",25,10,2.99830650368002,-0.00169349631998399,0.537464178367519,0.287715139985945,0.924,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.8,0.2,"both",25,10,3.0215944881311,0.0215944881311041,0.557706823079266,0.310259074824776,0.928,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",3,0.8,0.5,"both",25,10,3.10558336172786,0.105583361727857,0.509229871409446,0.269425647961693,0.924,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.5,0,"both",25,10,0.784949890916865,-0.0150501090831346,0.266371585861582,0.0708965122508105,0.94,0.832,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.5,0.01,"both",25,10,0.78927922399446,-0.0107207760055406,0.272452979528928,0.0740486385881345,0.932,0.832,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.5,0.2,"both",25,10,0.807877511627368,0.00787751162736834,0.27281213698495,0.0741908114273893,0.94,0.86,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.5,0.5,"both",25,10,0.825917818421636,0.0259178184216361,0.286610155756452,0.0824885331689434,0.932,0.872,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.6,0,"both",25,10,0.79105346046799,-0.0089465395320102,0.276285440142633,0.0761083504266671,0.936,0.84,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.6,0.01,"both",25,10,0.811382054048622,0.0113820540486215,0.25932871966195,0.0671119304565059,0.94,0.896,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.6,0.2,"both",25,10,0.815786365243282,0.0157863652432819,0.26749036566868,0.0715141006702564,0.928,0.868,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.6,0.5,"both",25,10,0.834170658821392,0.0341706588213918,0.268589253869015,0.0730192604690265,0.928,0.876,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.7,0,"both",25,10,0.823042023694248,0.0230420236942482,0.277184858689239,0.0770550549589536,0.928,0.864,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.7,0.01,"both",25,10,0.805627243718178,0.00562724371817813,0.289415724996052,0.0834580818993544,0.932,0.86,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.7,0.2,"both",25,10,0.787670572021866,-0.0123294279781339,0.286148639012645,0.081705534228622,0.948,0.848,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.7,0.5,"both",25,10,0.816095173682027,0.0160951736820271,0.291138460417111,0.0846816113373641,0.908,0.868,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.8,0,"both",25,10,0.767476738071719,-0.032523261928281,0.249303473345761,0.0629613755014272,0.956,0.86,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.8,0.01,"both",25,10,0.814643759248184,0.0146437592481841,0.27133427815303,0.0735422410237411,0.94,0.876,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.8,0.2,"both",25,10,0.807155824391678,0.00715582439167749,0.292528324934081,0.0852817354279089,0.916,0.84,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",0.8,0.8,0.5,"both",25,10,0.797084736963721,-0.0029152630362794,0.284804350898305,0.080797562976013,0.944,0.848,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.5,0,"both",25,10,1.00187977552803,0.00187977552803205,0.275841108391454,0.075787497366347,0.928,0.952,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.5,0.01,"both",25,10,0.997592595861227,-0.00240740413877344,0.27551893822456,0.0756128381737946,0.944,0.964,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.5,0.2,"both",25,10,1.00965307371879,0.00965307371879173,0.275327971929093,0.0755954519903017,0.932,0.956,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.5,0.5,"both",25,10,0.996275473112591,-0.00372452688740873,0.293569981921927,0.0858524730490332,0.928,0.956,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.6,0,"both",25,10,0.979957351555753,-0.0200426484442474,0.258765546688889,0.0670934774772468,0.948,0.956,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.6,0.01,"both",25,10,1.00787512233352,0.00787512233351925,0.2844782746576,0.0806661947489242,0.924,0.964,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.6,0.2,"both",25,10,0.993680618520869,-0.00631938147913088,0.277360293357529,0.0766609519843276,0.928,0.956,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.6,0.5,"both",25,10,1.0197059809476,0.0197059809476,0.296054434375116,0.0876859608858242,0.912,0.968,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.7,0,"both",25,10,1.03672330101081,0.0367233010108106,0.272135745241089,0.0751102332197018,0.928,0.976,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.7,0.01,"both",25,10,1.00178170073839,0.00178170073838576,0.293855242509771,0.0860086743937955,0.92,0.948,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.7,0.2,"both",25,10,1.00091243246678,0.000912432466782677,0.264208660910838,0.0695278241673034,0.944,0.96,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.7,0.5,"both",25,10,1.02828936378729,0.0282893637872895,0.278414701022189,0.0780049748657835,0.932,0.96,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.8,0,"both",25,10,1.02135548678503,0.0213554867850262,0.284590889134014,0.0811240630972016,0.916,0.964,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.8,0.01,"both",25,10,1.00638676396048,0.00638676396047884,0.265846608537899,0.0704325123479053,0.932,0.984,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.8,0.2,"both",25,10,1.02124018428863,0.021240184288629,0.28581241982,0.0818131297946856,0.924,0.968,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1,0.8,0.5,"both",25,10,1.04586356883751,0.0458635688375071,0.285758264225002,0.0834346213771073,0.908,0.948,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.5,0,"both",25,10,1.51992531925256,0.019925319252556,0.270725441438097,0.0733961139306014,0.932,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.5,0.01,"both",25,10,1.50626637630171,0.00626637630170521,0.267631401488335,0.0713793282663148,0.92,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.5,0.2,"both",25,10,1.49947199563596,-0.00052800436404121,0.267491329755207,0.0712656838368406,0.948,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.5,0.5,"both",25,10,1.5076150278003,0.00761502780029696,0.292237449142564,0.0851191044230267,0.912,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.6,0,"both",25,10,1.53174673489252,0.0317467348925158,0.277192619933209,0.0775362607275904,0.916,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.6,0.01,"both",25,10,1.51678052816814,0.0167805281681396,0.274360679829232,0.0752542736314144,0.932,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.6,0.2,"both",25,10,1.49981764957972,-0.000182350420283189,0.272233256295001,0.0738145353013236,0.936,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.6,0.5,"both",25,10,1.50560655799871,0.00560655799870995,0.295222544961833,0.0868391591421197,0.916,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.7,0,"both",25,10,1.52033526986365,0.0203352698636457,0.266773549991464,0.0712969776675751,0.932,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.7,0.01,"both",25,10,1.52533182151674,0.0253318215167422,0.299844341127982,0.0901887035722036,0.896,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.7,0.2,"both",25,10,1.51538814772127,0.0153881477212712,0.284875929190347,0.081066472942227,0.94,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.7,0.5,"both",25,10,1.51937870454653,0.0193787045465278,0.272727004527423,0.0744580331124084,0.944,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.8,0,"both",25,10,1.50298846672002,0.00298846672001652,0.27526500499806,0.0754766706180126,0.916,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.8,0.01,"both",25,10,1.50836098557194,0.00836098557193647,0.259858989951502,0.0673264939597143,0.964,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.8,0.2,"both",25,10,1.51536889690505,0.0153688969050496,0.259063945318822,0.0670818742451751,0.932,0.996,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",1.5,0.8,0.5,"both",25,10,1.53715568967159,0.0371556896715921,0.30778345522056,0.0957322779612482,0.884,0.996,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.5,0,"both",25,10,1.99727433637034,-0.0027256636296573,0.288263304283785,0.0827707789084415,0.904,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.5,0.01,"both",25,10,2.02355573382871,0.0235557338287128,0.265862499626388,0.0709550098289701,0.94,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.5,0.2,"both",25,10,2.02252923218449,0.0225292321844916,0.280363385937789,0.0787967799646264,0.924,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.5,0.5,"both",25,10,2.02101480223517,0.0210148022351701,0.272914106761717,0.074625803143851,0.94,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.6,0,"both",25,10,2.01507321550489,0.0150732155048913,0.262153806865471,0.0686769218058996,0.928,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.6,0.01,"both",25,10,1.97735800956688,-0.0226419904331239,0.270180864633149,0.073218368546234,0.936,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.6,0.2,"both",25,10,2.02109627586789,0.0210962758678898,0.273346822096663,0.0748646640652373,0.936,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.6,0.5,"both",25,10,2.01294949147514,0.0129494914751384,0.27036069823361,0.0729702168502327,0.94,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.7,0,"both",25,10,2.03815707213931,0.0381570721393056,0.284293954319334,0.0819557224069174,0.908,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.7,0.01,"both",25,10,2.00765457505714,0.0076545750571421,0.297619357037785,0.0882815650761557,0.912,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.7,0.2,"both",25,10,2.02610837730955,0.0261083773095474,0.28144185808337,0.079574328769232,0.928,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.7,0.5,"both",25,10,2.02084128887884,0.020841288878841,0.273517993066527,0.0749472034831473,0.948,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.8,0,"both",25,10,2.00081639304277,0.000816393042766618,0.285693173976146,0.0812947737955384,0.936,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.8,0.01,"both",25,10,2.03326201245841,0.0332620124584089,0.287886190172128,0.0836533061306384,0.916,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.8,0.2,"both",25,10,2.02219664202774,0.0221966420277352,0.264955497886716,0.0704133011142634,0.948,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",2,0.8,0.5,"both",25,10,2.03404903281804,0.0340490328180413,0.296979099237664,0.0890031356783224,0.916,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.5,0,"both",25,10,2.99457764581677,-0.00542235418322937,0.304927574038648,0.0926383040323469,0.916,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.5,0.01,"both",25,10,3.00396686507939,0.00396686507938794,0.250565905997387,0.0625478761738564,0.952,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.5,0.2,"both",25,10,3.01969805554642,0.0196980555464233,0.283109434674497,0.0802183615860162,0.924,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.5,0.5,"both",25,10,3.06222039634852,0.0622203963485163,0.290503675406399,0.0879261936046945,0.912,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.6,0,"both",25,10,3.04233196107694,0.0423319610769365,0.280258343733076,0.0800225552036984,0.924,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.6,0.01,"both",25,10,3.02689843379622,0.0268984337962216,0.278390136069123,0.0779145893298323,0.944,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.6,0.2,"both",25,10,3.02857084344307,0.0285708434430732,0.271675902380334,0.0743288578454807,0.928,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.6,0.5,"both",25,10,3.02555760150546,0.0255576015054633,0.282475665394749,0.0801265225287575,0.936,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.7,0,"both",25,10,2.96801264102807,-0.0319873589719257,0.269021136559075,0.0731060735618732,0.924,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.7,0.01,"both",25,10,2.99786423411735,-0.00213576588264852,0.249560119654764,0.0620356938047173,0.952,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.7,0.2,"both",25,10,3.06575832105676,0.065758321056761,0.277892337415728,0.0812394113778035,0.928,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.7,0.5,"both",25,10,3.02439919865944,0.0243991986594414,0.282352711763824,0.0799994825202465,0.952,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.8,0,"both",25,10,3.0292038206613,0.0292038206612995,0.287608973366398,0.083240909015847,0.916,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.8,0.01,"both",25,10,2.99538638565378,-0.00461361434622349,0.27066251355173,0.0729864488945074,0.944,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.8,0.2,"both",25,10,3.02864588822627,0.0286458882262729,0.283648130871513,0.0809550240105873,0.94,1,0,250
"full",5,"Design 5","2x2 Blocking","2x2 Blocking","Blocking",3,0.8,0.5,"both",25,10,3.03663057617345,0.0366305761734502,0.274649947174719,0.0764726622199425,0.952,1,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.5,0,"both",25,10,0.797110838813074,-0.0028891611869265,0.268397059637069,0.0717571809477013,0.932,0.86,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.5,0.01,"both",25,10,0.778098489762609,-0.0219015102373912,0.243423088129319,0.0594974567857551,0.944,0.892,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.5,0.2,"both",25,10,0.829732632765007,0.0297326327650074,0.264685637305787,0.0706622821007256,0.932,0.872,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.5,0.5,"both",25,10,0.822543730641366,0.0225437306413659,0.287586173087503,0.082883203514541,0.916,0.86,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.6,0,"both",25,10,0.802480151658345,0.00248015165834516,0.253030002312627,0.063774236494295,0.956,0.892,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.6,0.01,"both",25,10,0.814052022058399,0.0140520220583985,0.263025828695354,0.0691033155385639,0.96,0.844,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.6,0.2,"both",25,10,0.782653371719288,-0.0173466282807124,0.262659036747512,0.0690147160194994,0.94,0.84,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.6,0.5,"both",25,10,0.799169599261264,-0.0008304007387358,0.286989810932318,0.0820343885380388,0.904,0.856,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.7,0,"both",25,10,0.802099831113653,0.0020998311136534,0.262259999440549,0.0685095953680364,0.94,0.868,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.7,0.01,"both",25,10,0.818917792330218,0.0189177923302181,0.296916284478517,0.0881645257352228,0.88,0.86,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.7,0.2,"both",25,10,0.815508246799903,0.0155082467999032,0.284550880798024,0.0808858326666861,0.908,0.836,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.7,0.5,"both",25,10,0.818912978091,0.0189129780910001,0.272558262362751,0.0743485550969441,0.928,0.876,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.8,0,"both",25,10,0.786418676144934,-0.0135813238550662,0.278282760764028,0.0773159821163517,0.932,0.832,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.8,0.01,"both",25,10,0.782615790719311,-0.0173842092806886,0.280961891781063,0.0789260370269755,0.908,0.828,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.8,0.2,"both",25,10,0.798764851156269,-0.00123514884373098,0.27689549750673,0.0763659576660076,0.936,0.836,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",0.8,0.8,0.5,"both",25,10,0.817327921363602,0.0173279213636024,0.267058610975098,0.0713352773479484,0.936,0.876,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.5,0,"both",25,10,0.9994741469488,-0.000525853051200285,0.27518287493817,0.0754229887220311,0.92,0.948,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.5,0.01,"both",25,10,0.983599485339917,-0.0164005146600833,0.272064935141062,0.0739922284986925,0.912,0.96,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.5,0.2,"both",25,10,1.01584542214301,0.0158454221430091,0.267424904865448,0.0714810928262148,0.94,0.98,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.5,0.5,"both",25,10,1.02176486240571,0.0217648624057137,0.258699712326371,0.0671315482286556,0.96,0.976,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.6,0,"both",25,10,1.00857449816707,0.00857449816707213,0.268815209331824,0.0720460923198572,0.924,0.964,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.6,0.01,"both",25,10,1.0184568998485,0.0184568998485025,0.263665647332102,0.0695821524407417,0.936,0.972,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.6,0.2,"both",25,10,0.991996558199761,-0.00800344180023864,0.26364639911609,0.0692954411524628,0.936,0.972,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.6,0.5,"both",25,10,1.02061491935115,0.0206149193511517,0.25171846085597,0.0635337097014101,0.956,0.984,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.7,0,"both",25,10,1.00389891752156,0.00389891752155852,0.259754202084066,0.0672175580761683,0.956,0.964,0,250
"full",6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.7,0.01,"both",25,10,0.996267147935405,-0.00373285206459471,0.273404561679711,0.074464988314422,0.932,0.972,0,250
